tweet_id,safe_text,label,agreement
28VY8JRG,I feel about this measles thing how idiots felt about Ebola. Baby can't hit 12 mos &amp; get that shot soon enough.,1.0,0.6666666666666666
PPPCJ9DK,A baby was born on the J train this morning. Can we safely assume that it has immunity to all diseases that affect humans and rats?,-1.0,0.3333333333333333
TV8P8KT5,"<url> Just like every hospital, every team, school &amp; business should vaccinate ALL against FLU.",1.0,1.0
4SQ923GR,I'm a fully vaccinated former baby.,1.0,1.0
RY50QNJC,"Court: Andrew Wakefield, autism researcher, cannot sue in Texas: Andrew Wakefield, who was stripped of his... <url>",0.0,0.6666666666666666
0V1VCD71,MT“<user> #GOP Sycophant Gohmert Calls Vaccines a Liberal Plot as Measles Outbreak Tears Through N. #Texas. <url>,1.0,0.6666666666666666
4E7INFMQ,Guy w measles visits maternity ward and Disney Store. <url> <url>,0.0,1.0
TVGA8FUK,Tarrant County Measles Cases Linked To Church Member’s Missionary Trip: TARRANT COUNTY (<url> <url>,0.0,1.0
T61K8FTQ,"#InitialsOfPeopleThatMeanSomething DJN , MMR , AMM , TSW , JAB #NotVeryMany #OhWell #FeelSpecial",0.0,1.0
39GLUHIQ,<user> <user> It seems I'm prob. the only parent of an autistic child who knows vaccines R safe;don't cause #autism need2educate ppl,1.0,1.0
94UZ3261,"<user> <user> <user> <user>   Wait, if that was true how come people in the US are getting measles? Oh wait not vax'd",1.0,0.6666666666666666
AIXAILS1,Analog wearables (aka braclets) as reminder-tech for infant immunization dates: <url> <url>,0.0,0.6666666666666666
GK4X73HZ,<user> <user> That's called heard immunity.,0.0,0.6666666666666666
QEEU1BXT,<user> <user> <user>    What about all the illegal children t bet they where not vaccinated,1.0,0.6666666666666666
XAVB078N,"<user> Yes, there is an exemption.  There is no law requiring children not attending public or private school to be vaccinated.",-1.0,0.6666666666666666
VH36C8H6,“<user> Congratulations to Larry Cohan and David Carney on  recent vaccine injury settlement! <url> <user>,-1.0,0.6666666666666666
CJKOUNTW,"AFP
Disneyland measles outbreak puts California on alert
<url>",0.0,1.0
YD0P87FO,"Parenting or bio terrorism? As usual, it's too close to call. | I Don't Vaccinate My Child Because... via <user> <url>",-1.0,0.6666666666666666
Z2WRFA6A,"“<user> average, people who complain live longer  Releasing this tension increases immunity and boosts their health.” I'll live 5ever",0.0,1.0
X2IO8IU7,By next school year all students in Illinois have to have a whopping cough shot vaccine that didn't even exist a year ago?! I hate shots. :(,-1.0,0.3333333333333333
OEYOPJ5P,<user> <user> German Measles.  Not allowed to breastfeed for fear of pass through breastmilk and now Glyphosate found in it!,0.0,1.0
3QWCCVBP,“<user> Second U.S. case of rare virus raises fears of more infections <url> ” this is why you #vaccinate your kids,1.0,0.6666666666666666
X7H4K0G5,<user> When mixed with the vaccines...the fluoride killed all of the rats in the study!  EPA whistleblower was fired! Don't drink tapH20,-1.0,0.6666666666666666
0VD2B7ZS,All the vaccinations my kids are required to have by law...have mercury in them.,-1.0,1.0
A7FPN7LC,Great graphic! View state-level data of infectious diseases before and after vaccines were introduced:  <url>,-1.0,0.6666666666666666
PC2H4E7J,"So my youngest did his first 2 shots on st pattys day and he's only 4...

Measles mumps and rubella &amp; polio/tetnas 

You thot I meant booze",0.0,0.6666666666666666
RMT5WLWJ,“<user> Is Childhood Pertussis Vaccine Less Effective Than We Thought?  <url> <user> fitting tweet,-1.0,1.0
HNFKQ3YE,<user> <user> Reports say 6 of those diseased WERE vaccinated! Out of 35 cases where vaccination status was known,0.0,1.0
IS4OKFT3,Government Wipes Recent Vaccine Injury Data from Website <url> via <user>,-1.0,0.6666666666666666
1IA7RSSI,The problem with Obamacare is that vaccines are poisoning our plants and animals,-1.0,1.0
1PWFH3U0,"US awards millions for 2 vaccine injuries.  #ASD 
<url>",0.0,1.0
UM0HI0VG,CDC urges measles vaccinations amid Disneyland outbreak <url> #measles #Disneyland <url>,0.0,0.6666666666666666
XA12GNX4,Vaccinate! MT <user> Mom abandons anti-vaccine movement after all 7 of her kids get pertussis. <url>,1.0,1.0
0FNNRHOR,"Expert Q&amp;A: Childhood Vaccine Safety: WebMD Health NewsBy Kathleen DohenyReviewed by Jennifer Shu, MDFor parents,... <url>",0.0,0.6666666666666666
AQPBOWPU,NC senators file bill to end religious exemptions for childhood vaccines: Some North Carolina senators worried… <url>,1.0,0.6666666666666666
CWKA8IEK,"<user> ZOMBIE ALERT: New Ebola vaccine is the ""its inside all of us"" from The Walking Dead #TheWalkingDead  #ZombieApocalypse",0.0,1.0
8EICM6JG,#measles is contagious. We have a vaccine. The anti vaccine crowd doesn't seem to remember how kids suffered &amp; died. Remember polio?,1.0,1.0
BXE1OH01,<user> Great article in the Houston chronicle about the measles,0.0,0.6666666666666666
7BTXS6MP,"""<user> ! <user> <user> imagine how mad you'd be to watch your healthy child crash hard after vaccine then doctors mock you""",-1.0,1.0
RCS5Z8WH,Growing Number Of Families Opt Out Of Vaccines For Kids: BOSTON (CBS) – Vaccines have been proven to prevent... <url>,-1.0,0.3333333333333333
15OFDNT1,"U.S. Media Blackout: Italian Courts Rule #Vaccines Cause #Autism <url>
#UniteBlue #tcot",-1.0,1.0
ADLXCXVL,Saying Global Warming doesn't exist because you're cold is like not getting your kids vaccinated because it causes Autism… Oh wait…,1.0,0.6666666666666666
ACKJ9GO7,TBT 2/5/02-3 1/2 yr old daughter's colon pathology report <user> #CDCwhistleblower #MMR #BreakABillion #truth <url>,-1.0,0.6666666666666666
VQ67L79U,Forget #vaccines. Let your child build up its own defense by bathing it in only dirt! #logic #natural#,-1.0,0.6666666666666666
TMC2KVU1,I don't do vaccines. Them hoes ain't safe at all! But I'm not gonna be in on this discussion.,-1.0,0.6666666666666666
17D6V4J7,<user> yes &amp; we will Never give up on #Justice4RKids who were #VaccineInjured #CDCwhistleblower #truth will prevail #UnitedWeStand,-1.0,0.6666666666666666
E1LYO15N,"""i dnt vaccinate my kids bc it's my choice!!""

well yea anyone can choose to be an idiot",-1.0,0.6666666666666666
1LPAQQFX,African Nations Celebrate a 55 Percent Drop in Child Mortality Rates Due to Immunization <url>,1.0,1.0
VHHJXV7B,Astrology is real and vaccines cause autism.,-1.0,0.6666666666666666
D6QPS33A,Hm. Must be a weird coincidence. RT <user> Measles in US by state before &amp; after vaccine was introduced <url>,1.0,0.6666666666666666
0VXI2LEM,Isn’t it interesting that public health officials never promote the various proven ways to avoid the flu other than through vaccination?,-1.0,1.0
RIH6NFO4,"Mandate flu vaccines for health-care workers, journal says",0.0,0.6666666666666666
QXS0DQRT,<user> maybe Dahl will awaken them. Washington Post featured Death of Olivia. Shouldn't we demand IQ scores for elected officials? #measles,0.0,1.0
UXSDC5ZJ,GOD DAMMIT VACCINATE YOUR KIDS,1.0,1.0
FM2TPJR1,Searching got long-term protection against diseases for which vaccines have failed. <url> <url>,-1.0,0.6666666666666666
W8OVLVRX,Pop goes the measles #Adorableillnesses <user>,0.0,1.0
DVMK1WEI,"""<user> RT <user> RT <user> For God's sake. Vaccinate your damn kids."" Even tho its the main cause of austism?",-1.0,0.6666666666666666
83Y6FTWZ,Good. <user> Oregon considers banning most vaccine exemptions - <url>,1.0,0.6666666666666666
C97A2UUE,WHO: Thousands of Ebola vaccine doses in coming months <url> #health,-1.0,0.3333333333333333
T8DRA94B,Red Alert! CDC Vaccine/Autism Coverup Exposed: <url>,-1.0,1.0
HAVUEFFB,How it a three year old gets 20+ vaccinations before 2 yrs old and still gets chicken pox.. Sounds like a pharmaceutical scam and dangerous,-1.0,0.6666666666666666
ZTWBMLQT,Honor &amp; respect the 2% who stand in harms way to protect us. #Choose2SaveLives #Health #medicine #vaccines #vaccinessavelives #surgery,0.0,0.6666666666666666
MTDSZ13Z,I feel the slapping is a vital step “<user> <user> <user> shouldn't it be a robot that vaccinates you against measles”,1.0,0.6666666666666666
AXSS7GZQ,<user> Not vaccinating your kid makes you an idiot?  Well an idiot with a non-autistic kid. You're a moron.,-1.0,1.0
JSNG8GB8,"TASK FORCE SUFFOLK COUNTY (Long Island, New York) on stand by . Team made up of MedCorp and MMR Paramedics units. <url>",0.0,1.0
L9S7S455,"“<user> Every 20 seconds, a child dies from a vaccine-preventable disease  #globalmom #jnj <url> Thats Sad!",1.0,1.0
EYWU5LMD,If I had 1 do over I would've never vaccinated my son #autism + #epilepsy,-1.0,0.6666666666666666
4M946ERZ,Too bad parents that refuse to vaccinate were vaccinated themselves. I'd love them to catch measles from their kids. Then get hit by a bus.,1.0,1.0
HS3M8U3G,Parenting privileges should be taken away for people who have children that CAN get vaccinated but choose not to,1.0,0.6666666666666666
Z6EDBAGJ,"""<user> Vaccines carry two risks: a risk of harm and a risk of failure to prevent disease <url> #CDCvax"" <user>",-1.0,1.0
L9MHIU9N,<user> MMR shots failed always blame unvaccinated and push shots $$$ truth: shots don't work,-1.0,1.0
HZN19M9Y,Just saw that they're coming out with a vaccine for food poisoning. Mexico here I come!!!!,1.0,1.0
MHH4JCBQ,"Sad week for ethics in media. ""<user> CNN Publishes Story Denying Vaccine-Autism Link... <url> #CDCwhistleblower",-1.0,0.6666666666666666
FOO5GCMV,Ohio is the ONLY state in the Country that doesn't mandate vaccines for child care. Get your kids and family vaccinated.,1.0,1.0
C4H342T3,Ghost gets vaccinated and tested for heart worms on Monday 🐶❤️ yall say a little prayer that he has a clean bill of health!!!,1.0,0.6666666666666666
G23VWSBO,"FACT: Diarrheal diseases kill more children than #AIDS, #malaria &amp; measles combined: <url> #ChooseToInvest <user>",-1.0,0.3333333333333333
YLNHICY1,<user> <user> there is a vaccine for shingles--Zostavax. Still may get shingles but risk is cut in half &amp; if you do symptoms less,1.0,0.6666666666666666
PY11SPP7,"<user> <user> Good to know we don't have Ebola to worry about. Only TB, scabies, lice, measles, scabies, chicken pox and strep throat.",0.0,1.0
KCVXIXI7,"The ruts on that MMR ate Frank a time or two. #nebrasksaisnotflat #gravel @ Murdock, Nebraska <url>",0.0,1.0
997L3YNX,I know what vaccinations are for. I was responding to a tweet about children being sick adults without vaccines <user> <user>,1.0,0.6666666666666666
QT9BBFT1,Vaccinations. Whoo-Ooo!! (@ Passport Health) <url>,1.0,1.0
G0Y9Z673,"#Vaxxed was a Very interesting #documentary!

#Vaccinations can be safe and can be unsafe. #CDC… <url>",-1.0,0.3333333333333333
C161WWG6,i respect ur religious beliefs until they jeopardize my safety and herd immunity so... stop,1.0,0.6666666666666666
MS69VHCX,<user> its weird that i was bronze last season and now im high silver and my mmr is gold,0.0,1.0
0DU92X27,"FYI All you people who ""don't believe in"" vaccinations are the reason for the measles outbreak",1.0,1.0
06B6XZWA,15 Cases Of Measles Confirmed In LA County <url>,0.0,0.6666666666666666
E2ZHPW4R,"""<user> RT <user> Vaccine-preventable diseases that cause for 1.5M infant deaths -<url> <url>",1.0,0.6666666666666666
SDZS8BIY,<user> <user> <user> <user> No one wants their child 2 die.No 1 wants their kid 2 get a brain injury from a vaccine,-1.0,1.0
8IMGHPXT,Kids are not so sold on Belize at the moment. @ Travel &amp; Immunization Clinic Of Portland <url>,0.0,0.6666666666666666
20915771,<user> I just showed you study that autism may be diagnosed during pregnancy. #StoptheLies #vaccinesdontcauseautism #vaccinesNOVA,0.0,0.6666666666666666
4NU3JJCE,"Almost empty park... #measles (at <user> Resort in Anaheim, CA) <url>",0.0,1.0
RFTM3JSQ,I've got the measles she's got the mumps,0.0,1.0
KX9X75BO,Jennifair bizarre video Paranoia Consumes screen shot. Produced by Drum. #MMR <url> <url>,0.0,1.0
JH2JZKZ5,nothing i would rather be doing than writing a research critique paper on the controversial links between the mmr vaccine &amp; autism 😅😅😅,0.0,0.6666666666666666
4Q1ROWZD,“<user> #NYC #Measles Outbreak Spreads to Lower East Side... <url>,0.0,1.0
4KTSCO07,: #FluVaccine is the most Dangerous #Vaccine in the U. S. based on Settled Cases for Injuries #health <url> <user>,-1.0,1.0
1WX3F9L8,".<user> ""understands"" <user> anti-vax movement that has revived nearly eradicated measles. <url> <user>",1.0,1.0
8PDFOW6Y,"Here is Penn &amp; Teller’s graphic illustration of #vaccine safety (beware, some graphic language).
<url>",1.0,1.0
5UHKNT8V,Vaccines are the craziest thing how do you ever think of making a person not get sick by injecting the disease into them lmao,-1.0,0.6666666666666666
07S3NL2T,Baby Luna is sore from her vaccines :( #poorpuppy,0.0,0.6666666666666666
R50WNNIO,"If possible, separate urself from stance on vaccines. The CDC is lying to u. Alarming at best #CDCwhistleblower",-1.0,1.0
40MX3BP9,<user> vaccinations have mercury or formaldehyde in the formula as preservatives. Does that make sense? <url>,-1.0,1.0
QB4VY9HM,"QOTD: ""the GOP has become so crazy that vaccination against a common disease is considered to be a violation of their civil liberties""",1.0,0.6666666666666666
6I78FXAD,Even Jim Carreys Kick Ass co-stars think he's an idiot. Should stick to putting kids in danger with anti-vaccine campaign. Jackass.,1.0,1.0
HBX5GOU7,The fact that my consumer just informed me of her vaccination against having children&gt;&gt;&gt;😂😒😳,0.0,1.0
FFJQ2Q4N,<user> So the expenditure of money is comparable to a capital crime? Doesn't RFK Jr have some vaccine lies to spread or something?,-1.0,0.3333333333333333
8NOBC707,"Immunities, baby! (@ Gold's Gym) <url>",1.0,0.6666666666666666
WIZDYTJO,#theview I agree with whoopie if you make the choice not to get vaccinated.  Then they should be put in a separate school.,1.0,1.0
V4MBMSL8,Via <user> Paralympic Champion Makes The Case For Meningitis Vaccine <url>,1.0,1.0
7LWW47N7,Children's Museum of Houston to Offer Free Vaccinations <url>,1.0,0.6666666666666666
5AGVY5R9,<user> deep! Did u mention these vaccines given to kids at such young ages?? And any new college acceptance letters??,1.0,0.6666666666666666
5L54CBEF,"<user> There are tons of risks...mercury contaminates, Autism, weakened immune system. Educate before you vaccinate!!",-1.0,1.0
UNCOVMNM,70 Preschoolers Tested for Measles in Simi Valley <url>,0.0,1.0
JLTWEX4H,My grandson was injured by 18 vaccines he received in 2 visits to the pediatrician when he was 6 mos old. The dr exempted him future shots,-1.0,1.0
OUVHIHWG,"and I proudly stand up

for the general decency of having your children vaccinated",1.0,1.0
758UI2SY,"“<user> How safe is the meningitis vaccine that hasn't been approved in the U.S.? <url> Scary, not far from us.",-1.0,0.6666666666666666
25AH4F5K,Biochem prof complaining about the governments and vaccinating children... Κ✌️,0.0,0.6666666666666666
KK8LVLJA,Madison Martin Margiela for H&amp;M long dress- size 6- REDDZ price $50 #mmr #maisonmartinmargiela… <url>,0.0,1.0
WCD2AMS3,There shouldn't be a debate. You need to vaccinate your children.,1.0,1.0
MSOYMXWW,Thimerosal (mercury) and MMR stole my son. They KNEW. They LIED. #CDCwhistleblower #vaccinesNOVA #ObamaSpeech <url>,-1.0,0.6666666666666666
76U0U1DA,Manheim PA. I just watched Bob Hollenshead sell an 08 Audi A4 for 10000 behind MMR!!!!!!,0.0,1.0
X7MLFS8M,SUNRISE: Free vaccinations for child care workers provided by.. -Colorado Springs Gazette <url> #ScottLake #MiamiGardens #FL,1.0,0.6666666666666666
M1FJ55XV,"<user> She's the baby-killing bitch who led the anti-vaccination movement, based on a study that fraudulently linked vaccines to autism.",1.0,1.0
JWZ0MLPW,"Vaccinate your damn kids people, jesus",1.0,1.0
CZA2DE3Z,"3 new measles cases linked to Emeril’s staffer: There are three additional cases of measles in Clark County,… <url>",0.0,1.0
4ZB2C6C1,"“<user> Politicians are weighing in on the #measles vaccine debate, but should they? <url> Don't Encourage Them!",-1.0,0.3333333333333333
RFQ34ECW,"Why One Family At The Center Of The Measles Outbreak Is Reconsidering Their Anti-Vax Position
<url>",-1.0,0.3333333333333333
G0WNEML0,<user> #GOP STOP blaming #Immigrants first #Ebola now #measles Which diseases?brought their ancestors? #AINF <url>,0.0,1.0
J3DM8Z7P,Last Free Immunization Clinic and Community Health Fair before School Starts <url>,1.0,0.6666666666666666
25MG3GQ6,"They said I wasn't gone be shit, lol looked like I proved them wrong #RRR #MMR #SRT10MG We Here Baby !!!… <url>",0.0,1.0
94729M8D,Free Immunizations for Children Offered <url> via <url>,1.0,1.0
NAKRBNC6,"Only 14% of people in Disneyland measles outbreak were unvaccinated, but it's 100% their fault, claims propaganda <url>",-1.0,0.6666666666666666
YQ6DE6NU,"<user> <user> Some of them would claim it's poison because it's a vaccine, and that it's immoral. It's pathetic.",1.0,0.6666666666666666
QV7LUC76,"<user> <user> Having had meningitis 3 times, they think I have shingles on my brain, I am a big advocate of the vaccine.",1.0,1.0
NSSJBULZ,<user> <user> but Andy this dr believes in you. Research is needed to refine harmful ingredients from vaccines,-1.0,0.6666666666666666
6M6M1MVH,CDC Forced to Release Documents Showing They Knew Vaccine Preservative Causes Autism  <url>,-1.0,1.0
B0YBGTYY,#vaccination ..Do NOT lead to Autism study shows. #Vaccine your children.,1.0,1.0
Y7XH8VUF,"As a parent, I will gladly take the death penalty, for killing someone trying to #Vaccinate my child.  American Freedom is DEAD.",-1.0,1.0
U6CG8VJL,"<user> <user> Whatever.  IMHO #vaccines R useless &amp; suspect in rise of asthma,allergies,autoimmune disease,MS,autism, diabetes",-1.0,1.0
125JSL43,While I think everyone should vaccinate the measles hysteria is quickly approaching Ebola level stupidity,1.0,1.0
M95ADHAQ,Measles. A disease of the poor and a disease of the affluent. #Measles,0.0,1.0
8LITT0M7,<user> <user> <user> children R DYING from the #vaccines. Question is: How many deaths  R acceptable?,-1.0,0.6666666666666666
6TKX42DD,"<user> good to know you like to play Russian Roulette. Meanwhile, I'll vaccinate my kids.",1.0,1.0
9T6QA1CE,Indiana health officials suggest flu vaccinations for dogs <url> via <user> #dogsrock #prevent,1.0,0.6666666666666666
AECQ8OHQ,<user> chicken pox vaccine for kids fairly new but given due to unnecessary illness &amp; risk of exposing others to shingles,1.0,0.6666666666666666
3S9O3VEV,At the middle school getting the flu vaccine,1.0,1.0
NW583ISC,"I hate post immunization for my baby.. Every time she sleeps and cries, I feel like she's dreaming of the injection 💉 😢",0.0,0.6666666666666666
Z40N2Q5O,CDC urging parents to get flu vaccines for their children: The CDC is urging parents to get their children... <url>,1.0,0.6666666666666666
694MZ1UI,SB5 [Engross] Schools; providing immunity from liability for education employees for use of reasonable force. Eff... <url>,0.0,0.6666666666666666
W7NMVM5A,<user> <user> <user> <user> in this study one vaccine studied. Countless on autism. <url> #sb277,-1.0,0.6666666666666666
0I0SRZOU,If I aint the illest nigga Im his new vaccine really more like poison when his New Jack Swing &amp; my bed is like a deck of card 2 black queens,0.0,1.0
KZ61UZ16,~600 cases of measles this yr (highest rate in 20 yes). Measles spread thru air + extremely contagious ... But y'all worried about Ebola.,0.0,0.6666666666666666
RF616YWY,Texas Republican Calls For Limiting Vaccine Exemptions <url>,1.0,0.6666666666666666
2KY0LEQD,Flu vaccination safe??? Uhhhh no,-1.0,1.0
6FJ9CGIW,The Indiana State Department of Health has issued some immunization changes for the 2014-15... <url> <user>,0.0,1.0
M406FG1C,Baby with fever &amp; diarrhea from vaccinations = lots of BF'ing today. Which explains why I just inhailed a whole pizza. #starving,0.0,1.0
3HT6ALUI,ALERT -- Health Officials Warn Of Seattle Airport Measles Exposure... <url>,0.0,1.0
MT7THRK4,My first Bacon Ride and I fell over on an MMR (dirt road) about a mile from Platte River State Park.… <url>,0.0,1.0
QHABHL7W,<user> some doctor Paul is.  Measles is one of the leading causes of permanent eye problems in children worldwide,1.0,0.6666666666666666
7KVU1FIU,So glad to see <user> discussing  vaccinations &amp; measles outbreak #nerdland #publichealth,0.0,0.6666666666666666
O9H66SLI,<user> because ignorant parents won't get their children vaccinated. I guess it's Obama's fault.,1.0,0.6666666666666666
OB7W0KPJ,“<user> Health Alert: Some Parma Students May Have Been Exposed to Measles <url> via <user> close school wtf,0.0,1.0
VKTSFHM7,Oh hey (@ Central District Health: immunizations) <url>,0.0,0.6666666666666666
ZPUVQLS1,26 measles cases reported with ties to Disney theme parks <url>,0.0,1.0
DTJ7RX9G,Parents pls take note... Vaccines Save Lives: We welcome new report giving #vaccines a clean bill of health: <url>,1.0,1.0
S16YUUX4,"How convenient..""<user> CDC Says Ebola Vaccine Only Works on White People <url> <url>",-1.0,0.6666666666666666
JR5FHRSL,.<user> Help save 6m kids' lives. Pledge $1 bill over the next 4 yrs to <user> the Vaccine Alliance. #everyparent <user>,1.0,1.0
RP0DGLFQ,<user> I feel same way.  I'm very immune compromised right now.  I am terrified of this measles outbreak.,0.0,0.6666666666666666
7YIV2LXD,So who can help <user> land promote <user> 's MMR BBQ this year? May 20th. Simple flyers to make &amp; pass out. Who's up for this?,0.0,0.6666666666666666
SKMZ8N2N,"If the US had #SchoolChoice, #CharterSchools could require thier students be #Vaccinated &amp; public schools would be full of unvaccinated kids",0.0,0.6666666666666666
0O2VK733,<user>  too many children are getting sick &amp; some have died from vaccines..it defeats the purpose..there's other  alternatives.,-1.0,1.0
FT5DQ7FS,Spirit of Pisgah 2014 #teamdundee #gravel #mmr @ Loess Hills State Forest <url>,0.0,1.0
BVK9RMKC,"What's awful is there are researchers working to cure Alzheimer's, cancer, ALS. Now do they have to stop to find a cure for measles",1.0,0.6666666666666666
XFCO06HE,<user> I've been vaccinated with MMR. I've had blood tests &amp; I'm NOT immune to rubella. #scary,-1.0,0.3333333333333333
E6PST92X,Anti-vaxxers now have a children's book extolling the virtues of getting measles  <url>,-1.0,0.3333333333333333
H1ZGCMBQ,People that say unvaccinated kids are going to make their kids sick are  announcing their distrust in vaccines.,-1.0,1.0
ETTUERJF,"“<user> <user> No, Elijah has immunity up to the Finals. He's safe until then.” So no one has called #Shennanigans",0.0,1.0
6HIXJ7TP,"Ebola, is it a FEAR tactic to help pass a Law soon to come down the pike. Forced immunization perhaps? #Ebola  #fearmongering",-1.0,0.3333333333333333
P29W1N5C,Measles Invades  The U.S. As The Anti-Vaccine Movement Scores Again - Forbes <url>,0.0,0.6666666666666666
IYNMLHV6,Parents Stand Firm Against Vaccination Amid Measles Outbreak <url>,-1.0,0.6666666666666666
SUULJQFN,Measles outbreak in connection with Disneyland...I knew I didn't like that place,0.0,1.0
FV8FU127,"""<user> Savage: Disneyland measles part of Obama’s ‘medical genocide’ <url> via <user>",0.0,1.0
1TQ2JC79,"<user> <user> <user> <user> <user> <user> Vaccines cause autism, you ""grossly retarded"" person",-1.0,0.6666666666666666
4HWFYXPT,"“<user> Disney, Measles and the Fantasyland of Vaccine Perfection <url> if only i'd been able to read this in 1999",-1.0,0.3333333333333333
E5ZBIYS6,Ummm get your kids vaccinated. Outbreaks of measles and shit,1.0,0.6666666666666666
H31NBXJW,Got my Influenza Vaccine! (@ Purdue University Student Health (PUSH) - <user> <url>,1.0,0.6666666666666666
CYCY8PBA,<user>  conspiracy NOT about  vaccine manufacturer's science standards <url> <user> <user> <user>,-1.0,0.3333333333333333
S8LECKLC,School vaccine is mandatory by law in Cali.. Fuck dat shit.,-1.0,1.0
K9K7BBHZ,"Thanks, Anti-Vaxxers. You Just Brought Back Measles in NYC. <url> via <user>",1.0,1.0
1UQBJ4OO,<user> <user> <user> how many people have died from diseases that have vaccines today? How many have died from climate change?,-1.0,0.3333333333333333
6D056SVN,If I was a doctor &amp; my patient said the kid wasn't getting vaccinations I'd be all like: <url>,1.0,1.0
G35E874N,Not surprised: <user> Measles vaccination rates in parts of Africa surpass those in North America <url>,1.0,0.6666666666666666
D2V7XVBZ,"<user> KUDOS!!! LOVED your bit about vaccinations!! It's ABOUT TIME someone tells these morons, SCREW THE GLUTEN! VACCINATE YOUR KIDS!",1.0,0.6666666666666666
HEH899RI,Current status: Thankful to not have Measles.,0.0,0.6666666666666666
BUUO3TTG,.<user> and <user> partner to champion access to life-saving vaccines for children around the world <url>,0.0,0.6666666666666666
34KKL8ZV,"“<user> Kristin Cavallari: ""I've read too many books"" to vaccinate my child <url> Dr Skank from the OC",-1.0,1.0
POBS9BO7,"If you don't believe in vaccinations, you are an idiot and might as well let your kid eat lead paint #hopeyougetmeaslesandsmallpoxatonce",1.0,0.6666666666666666
V8BE7LY8,<user> they placed all u pros at high mmr but u cant handle the void/razor/es players,0.0,1.0
XU0XQHCO,(Con't) that giving children vaccines according to the recommended timetable causes other problems such as autism.  Glad that's resolved!,-1.0,0.3333333333333333
5ZJ5H4P9,We had sailed 7 years when the measles broke out and the ship lost its way in the fog. #damnantivaxxers,1.0,0.6666666666666666
3CX11513,<user> herd immunity is protecting those who don't vaccinate. Dr Google &lt; real m.d. Risk is so low as millions are saved,-1.0,0.3333333333333333
75OWTOON,S/O to <user> for showing love and sharing the videos! #MMR,0.0,1.0
RB5PQI1V,"No matter how old I get, I will always be scared of blood extraction and vaccination. #medicalexam",-1.0,1.0
JD61V25G,4 plus years and Mogul have created something new for the music world. #MMR <url>,0.0,1.0
R3R31EV5,"<user> vaccinating your children to protect them is a impulse. Yet, to knowingly inject them with a product that has mercury in it. Why?",-1.0,1.0
X7W0L5W6,"Wow I would punch this lady #VaccinesWork #Autism #VaccinationsEqualHealth <user> 

#GetHerBarba #AdoptNoah",0.0,0.6666666666666666
88Z6NYGF,I wanna go to Disneyland so badly and get measles 😍,0.0,1.0
SA97NJ5T,"<user> if both parents had the MMR shots, wouldn't the child have antibodies to protect them if they don't get the MMR shot?",0.0,0.6666666666666666
KLE9SGZJ,"I used to be all for parents not vaccinating their kids but I am now 100% against it, it's almost cruel to not vaccinate your fucking child",1.0,1.0
XAVB078N,"<user> Yes, there is an exemption.  There is no law requiring children not attending public or private school to be vaccinated.",-1.0,0.6666666666666666
QX07YHW0,Disney's parks revenue rises despite measles outbreak <url>,0.0,0.6666666666666666
5W9ZSU2R,#parentschoice #circumcision #vaccinations #education Don't let them bully you! YOU are the parent to YOUR child!,0.0,0.6666666666666666
JKBIWLNH,Dallas County HHS doing its part and doing it well. Free immunization at ThePark. HPUMC Fall Festival and Health Fair. <url>,1.0,1.0
JWNNK3J2,"<user> and all those vaccines that they give us, has like a whole bunch of diseases 😷",-1.0,1.0
7AIJX76B,Measles 'wake up call' issued in Baltimore <url>,0.0,0.6666666666666666
QWS71EVI,Here we have a nice bit of information about Measles and Vaccinations <url>,1.0,0.6666666666666666
ZN0E1S18,U.S. faces worst measles outbreak in 20 years <url>,0.0,1.0
20FC9DJG,<user> <user> more harm than good I think they deliberately put the wrong stuff in the vaccine 😢😱,-1.0,1.0
UX47OSL0,<user> <user> small pox is the ONLY disease that has been eradicated worldwide. Doubt vaccine was only reason.,-1.0,0.6666666666666666
4GKG3C1Z,"<user> #MERS now in the U.S.  What is the saying- ""one plane ride away""?  At least there is a #vaccine for #measles.",1.0,0.6666666666666666
2WBEBQBD,"""<user> ""Look, we need to just shut down all travel because of ebola.  No, I'm not getting my kids vaccinated. Why do you ask?""""",-1.0,0.6666666666666666
4UG3NAO9,"Skl based health centers help meet immunizations, sport medicals and save money from less hospitalizations.",0.0,0.6666666666666666
RLL4GRQA,"<user> Pretty much anything you could possibly think of. Floride in water, vaccinations causing autism, Obama's student ID...",-1.0,0.6666666666666666
V5IB2FMG,Disneyland measles outbreak isn't largest in recent memory <url>,0.0,1.0
71C5ZV6A,<user> Nigga I'm scared of injections you think I'll be taking roids lol....vaccine for college,0.0,0.6666666666666666
IG014QS4,I CANT GO TO SCHOOL UNTIL I GET IMMUNIZATION RECORDS? TURN THE FUCK UP,-1.0,0.3333333333333333
KNBI57AP,“<user> US govt continues to pay for new vaccine injuries/deaths every week <url> #vaxfax” #RobSchneider,-1.0,0.6666666666666666
5J2Y67ZQ,"Hi. I'm overly paranoid Rob Lowe, and I don't #vaccinate my children.",-1.0,0.6666666666666666
1CN4D9G5,Is the #measles out break really from the anti-Vax community or from the vaccine itself. <user>  <url>,-1.0,0.6666666666666666
NW4HYQMN,Truth re: vaccines &amp; autism Hint: Science knows. (via <user> <url>,-1.0,0.6666666666666666
C98L363J,President Eva Davis talks to our members about the Measles Initiative! It only costs $1 to vaccinate a child! 💉 <url>,1.0,1.0
